ID,Tweet_ID,Isi_Tweet,Date,Aplikasi,Lokasi User,Source,Topic,Sentimen,Remark
-1347703492,KujangSangata,"RT @Khoiri_yay45: Kok gak ada eyang subur sma Rhoma terlalu?RT ""@despar54: Okezone! Forum Akademisi IT: Survey Capres Jokowi 41%, Prab 12%, ",08/28/2013 17:46,"<a href=""http://roundteam.co"" rel=""nofollow"">RoundTeam</a>",,tweet,indonesian presidential election,0,Jokowi
1075677536,BpPemiluPDIPJP,"RT @despar54: Okezone! Forum Akademisi IT: Survey Capres Jokowi 41%, Prab 12%, Mega 9%, ICAL 6% @teh_tariq @GA17B @Sofyanguntur1 @shand_dy  ",08/28/2013 17:47,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry</a>",Jakarta Pusat,tweet,indonesian presidential election,0,Jokowi
-212745760,satriopanilih,Munafik RT@despar54:PPP galang Partai2 Islam Bersatu Lawan Capres Jokowi @GA17B @teh_tariq @Sunarwidjaja @MandryGary @erlangga_id @kolo_ijo,08/28/2013 18:08,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry</a>",RUSIA,tweet,indonesian presidential election,-1,Jokowi
80238471,despar54,"Parpol2 kompak Jegal Capres Jokowi RT @satriopanilih: Ini Kelompok parpol APA? Segitu munafiknya, kenapa mereka kebakaran jengot @kolo_ijo",08/28/2013 18:29,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry</a>",Jakarta,tweet,indonesian presidential election,-1,Jokowi
1515177008,despar54,"Parpol2 kompak Jegal Capres Jokowi RT @satriopanilih: Ini Kelompok parpol APA? munafiknya, knp kebakaran jengot @Sunarwidjaja @erlangga_id",08/28/2013 18:30,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry</a>",Jakarta,tweet,indonesian presidential election,-1,Jokowi
-1713437300,farhatabbaslaw,"Suatu negara dpt salah memiliki/memilih presiden jk cuma 2 hal saja ! 1) rakyatnya bodoh & miskin, 2) pengaruh kekuatan sihir dukun & media",08/28/2013 22:33,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Jakarta,tweet,indonesian presidential election,0,JK
836764780,kholqi_aditya,"It's beautiful RT @farhatabbaslaw: Suatu negara dpt salah memiliki/memilih presiden jk cuma 2 hal saja ! 1) rakyatnya bodoh & miskin, 2) pen",08/28/2013 22:37,"<a href=""http://tweetdark.com"" rel=""nofollow"">TweetDark </a>",JKT48,tweet,indonesian presidential election,0,JK
561304234,rezmilia,"RT @farhatabbaslaw: Suatu negara dpt salah memiliki/memilih presiden jk cuma 2 hal saja ! 1) rakyatnya bodoh & miskin, 2) pengaruh kekuatan ",08/28/2013 22:44,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Jakarta Indonesia,tweet,indonesian presidential election,0,JK
1555623317,Azariahans,"Sblm jd capres juga lu rakyat""@farhatabbaslaw: Suatu negara dpt salah memiliki/memilih presiden jk cuma 2 hal saja ! 1) rakyatnya bodoh & mi",08/28/2013 22:45,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,tweet,indonesian presidential election,0,JK
-1954966115,rizalasurya,Sperti memilih anda jd presiden adl orang yg goblok! RT @farhatabbaslaw: Suatu negara dpt salah memiliki/memilih presiden jk cuma 2 hal saja,08/28/2013 22:48,"<a href=""http://ubersocial.com"" rel=""nofollow"">UberSocial for BlackBerry</a>",Story of the world,tweet,indonesian presidential election,-1,JK
704064247,RaseZantman,"Milih njenengan salah kan? RT ""@farhatabbaslaw: Suatu negara dpt salah memiliki/memilih presiden jk cuma 2 hal saja ! 1) rakyatnya bodoh",08/28/2013 22:57,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry</a>",Purworejo - Yogyakarta,tweet,indonesian presidential election,-1,JK
60813161,KujangSangata,"RT @Azariahans: Sblm jd capres juga lu rakyat""@farhatabbaslaw: Suatu negara dpt salah memiliki/memilih presiden jk cuma 2 hal saja ! 1) rak ",08/28/2013 23:06,"<a href=""http://roundteam.co"" rel=""nofollow"">RoundTeam</a>",,tweet,indonesian presidential election,0,JK
-1087672029,noverdho,Lbih salah lg klo milih lo RT @farhatabbaslaw: Suatu negara dpt salah memiliki/memilih presiden jk cuma 2 hal saja ! 1) rakyatnya bodoh & mi,08/28/2013 23:14,"<a href=""http://ubersocial.com"" rel=""nofollow"">UberSocial for BlackBerry</a>",jambi-jogja,tweet,indonesian presidential election,-1,JK
1464919353,setyoarei,"Betuul :)) @M3161 @setyoarei , walo papan atas, tp gthu nyalonen skrg jd capres, jokowi mlh keilangan simpati",08/28/2013 23:15,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry</a>",Bandung,tweet,indonesian presidential election,-1,Jokowi
-1116385824,ghienza_pati,"itu 5 hal""@farhatabbaslaw: Suatu negara dpt salah memiliki/memilih presiden jk cuma 2 hal saja ! 1) rakyatnya bodoh & miskin, 2) pengaruh k",08/28/2013 23:48,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",PATI,tweet,indonesian presidential election,0,JK
-1387704935,Caleg_Bersih,RT @gigihpuji: Kolaborasi ideal presiden dan wakil presiden @jokowi_do2 dan @iskan_dahlan,08/29/2013 0:06,"<a href=""http://roundteam.co"" rel=""nofollow"">RoundTeam</a>",,tweet,indonesian presidential election,1,Jokowi
946833887,IeyieyAfriel16,"Presiden : Mahfud MD wapres : Dr samsul ""@TrioMacan2000: Pertumbuhan Ekonomi, Kota kediri adalah tertinggi di Jawa Timur. Sejak Dr.",08/29/2013 0:56,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry</a>","Ajibarang,Banyumas,IndONEsia",tweet,indonesian presidential election,1,Mahfud
-682527517,bar05,Pasangan yg cocok buat Capres: Prabowo Wapres: Jokowi..... Mereka memiliki kriteria yg sama..... Buat yg setuju bolek retwet,08/29/2013 1:11,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry</a>",Bogor,tweet,indonesian presidential election,1,Prabowo
1758308604,BeritaKabar,"Jika Ikut Konvensi Capres, Mahfud MD Yakin Lolos #Berita #Kabar",08/29/2013 1:31,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>",,tweet,indonesian presidential election,0,Mahfud
794469657,PapaPras,"Ini baru demokrasi ""@despar54: PPP galang Partai2 Islam Bersatu Lawan Capres Jokowi @Yettidewi @Khoiri_yay45 @kekenorlin @KETUM_PERAK""",08/29/2013 1:49,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Indonesia,tweet,indonesian presidential election,-1,Jokowi
-209405478,KujangSangata,"RT @BeritaKabar: Jika Ikut Konvensi Capres, Mahfud MD Yakin Lolos #Berita #Kabar",08/29/2013 1:49,"<a href=""http://roundteam.co"" rel=""nofollow"">RoundTeam</a>",,tweet,indonesian presidential election,1,Mahfud
-1920337814,abuelsyaifullah,"RT @IeyieyAfriel16: Presiden : Mahfud MD wapres : Dr samsul ""@TrioMacan2000: Pertumbuhan Ekonomi, Kota kediri adalah tertinggi di Jawa Timu ",08/29/2013 2:13,"<a href=""http://www.tweetdeck.com"" rel=""nofollow"">TweetDeck</a>",,tweet,indonesian presidential election,1,Mahfud
-1911022399,genigurnisa,"Stujuuu RT@IeyieyAfriel16: Presiden : Mahfud MD wapres : Dr samsul ""@TrioMacan2000: Pertmbuhn Ekonomi, Kota kediri adalah tertinggi di Jatim",08/29/2013 3:22,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry</a>",,tweet,indonesian presidential election,1,Mahfud
927127985,RafkaRina,Setuju pak jokowi jadi presiden ! :D @jokowi_do2 @jokowiRI,08/29/2013 3:24,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry</a>","Paris, Prancis",tweet,indonesian presidential election,1,Jokowi
505054074,owiee_99,"Oke sumpah pocong ""@farhatabbaslaw: Suatu negara dpt salah memiliki/memilih presiden jk cuma 2) pengaruh kekuatan SIHIR DUKUN & media""",08/29/2013 6:02,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,tweet,indonesian presidential election,0,JK
-521591256,andikayunani,"Golkar udah ""terbeli"" oleh capres ARB, PDIP pun demikian, Hanura, Gerindra, dan Nasdem @beginu",08/29/2013 6:25,web,Jakarta,tweet,indonesian presidential election,-1,Aburizal
1214613480,wibag,"Supporter PD terkenal ASMA RT@andikayunani Golkar udah ""terbeli"" oleh capres ARB, PDIP pun demikian, Hanura, Gerindra, dan Nasdem @beginu",08/29/2013 6:26,web,Jawa,tweet,indonesian presidential election,-1,Aburizal
-553696596,Indopolitica,"RT @wibag: Supporter PD terkenal ASMA RT@andikayunani Golkar udah ""terbeli"" oleh capres ARB, PDIP pun demikian, Hanura, Gerindra, dan Nasde ",08/29/2013 7:24,"<a href=""http://roundteam.co"" rel=""nofollow"">RoundTeam</a>",Menara KADIN Jkt,tweet,indonesian presidential election,-1,Aburizal
-1390230917,Indopolitica,"RT @andikayunani: Golkar udah ""terbeli"" oleh capres ARB, PDIP pun demikian, Hanura, Gerindra, dan Nasdem @beginu",08/29/2013 7:24,"<a href=""http://roundteam.co"" rel=""nofollow"">RoundTeam</a>",Menara KADIN Jkt,tweet,indonesian presidential election,-1,Aburizal
-1503908906,Kmpy88,2013Menteri BUMN Dahlan Iskan menyayangkan mantan Wakil Presiden Jusuf Kalla tak bersedia mengikuti konvensi capres Partai Demokrat. ...,08/29/2013 7:26,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>",,tweet,indonesian presidential election,-1,JK
-550373222,dinisari6,klo JK ikut semakin seru jadinya RT @p_pinang: 2013Menteri BUMN Dahlan Iskan menyayangkan mantan Wakil Presiden Jusuf Kalla tak bersedia men,08/29/2013 7:30,web,,tweet,indonesian presidential election,1,JK
1153491927,PorBer1,Tiga Cita-cita Dahlan Iskan Jika Jadi Presiden: Dahlan berambisi Indonesia dapat mengalahkan perekonomian Meksiko.,08/29/2013 8:26,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>",,tweet,indonesian presidential election,1,Dahlan
-1434026099,tazaemjayy_,Asik RT @SUKSESworld: Tiga Cita-cita Dahlan Iskan Jika Jadi Presiden: Dahlan berambisi Indonesia dapat mengalahkan perekonomian Meksiko,08/29/2013 8:41,"<a href=""http://www.tweetdeck.com"" rel=""nofollow"">TweetDeck</a>",SUKSES world | Aceh ID,tweet,indonesian presidential election,1,Dahlan
-1097092093,triskimya,"lagi pilkada jatim, tapi kenapa Jokowi menuhin TL? :d pada takut ya jokowi jd presiden?  | jokowi mmng magnet untuk dibhs selain FPI :)))",08/29/2013 8:49,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for BlackBerry</a>",Indonesia pisan,tweet,indonesian presidential election,-1,Jokowi
-769229998,Pilkada_Jawa,"RT @triskimya: lagi pilkada jatim, tapi kenapa Jokowi menuhin TL? :d pada takut ya jokowi jd presiden?  | jokowi mmng magnet untuk dibhs selai ",08/29/2013 8:51,"<a href=""http://roundteam.co"" rel=""nofollow"">RoundTeam</a>",kotak suara,tweet,indonesian presidential election,-1,Jokowi
-957130292,damara634,@BangSaidJempol # kalah dlm pilgub tidak apa2. Tapi dlm pemilihan presiden tahun 2014.. Banteng moncong putih harus menang @capres JOKOWI.,08/29/2013 8:59,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Surabaya,tweet,indonesian presidential election,0,Jokowi
-1813249736,KujangSangata,RT @damara634: @BangSaidJempol # kalah dlm pilgub tidak apa2. Tapi dlm pemilihan presiden tahun 2014.. Banteng moncong putih harus menang @ ,08/29/2013 9:16,"<a href=""http://roundteam.co"" rel=""nofollow"">RoundTeam</a>",,tweet,indonesian presidential election,0,Jokowi
-19091201,amandanova79,"Jangan jokowi lah urus jkt dulu,dan gak bgt deh kalo presiden jokowi @TrioMacan2000: Kapasitas jokowi sbg gub DKI saja blm teruji ""@n0ngn1:",08/29/2013 9:32,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,tweet,indonesian presidential election,-1,Jokowi
482373776,rizkitamaa,"Alhamdulillah. Bertambah panjang daftar yg menolak capres (mahfud md). PD silahkan coba undang anis mata deh, kali aja mau",08/29/2013 10:19,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,tweet,indonesian presidential election,-1,Mahfud
233028511,ediroberto1,"JK berperan besar atas Jokowi.Capres PDIP ""tetap""b Mega.Jd capres JK+Jokowi sngt mungkin.Kendaraan politik:koalisi partai.Nah ramai",08/29/2013 10:41,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry</a>",,tweet,indonesian presidential election,1,JK
97356896,radiopatria,"[4-end] calonkan diri sebagai presiden, Jokowi harus bersiap mencari partai lain yg bersedia mengusungnya. [kompasdotkom]",08/29/2013 11:08,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>",Blitar - East Java - Indonesia,tweet,indonesian presidential election,-1,Jokowi
-1961797246,azharilyas2,"Dahlan presiden,mahfud wkl,ekonomi maju,hukum ditegakkan jd adil n makmur,mantap",08/29/2013 11:25,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,tweet,indonesian presidential election,1,Mahfud
-1829098888,mexa_apriyadi,Aku calon presiden ARB RT @aLpHyDrughi: Hai kak mexa_apriyadi calon ketua,08/29/2013 12:40,"<a href=""http://www.tweetcaster.com"" rel=""nofollow"">TweetCaster for Android</a>","Juventus Stadium,,Turin",tweet,indonesian presidential election,1,Aburizal
1776764343,IsranNoorid,RT @mexa_apriyadi: Aku calon presiden ARB RT @aLpHyDrughi: Hai kak mexa_apriyadi calon ketua,08/29/2013 12:47,"<a href=""http://roundteam.co"" rel=""nofollow"">RoundTeam</a>",Indonesia,tweet,indonesian presidential election,1,Aburizal
-413067068,UlanOktavia_,Rustriningsih Hadiri Wawancara Komite Konvensi Capres  DAHLAN TOLOL,08/29/2013 13:34,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>",,tweet,indonesian presidential election,0,Dahlan
-791511535,rianalbins,B.J. Habibie jadi #presiden. Jokowi jadi #wakilpresiden. keren kayaknya,08/29/2013 14:01,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>",Depok,tweet,indonesian presidential election,1,Jokowi
2015860283,AhmadPaderi,@Gus_Sholah Mudah2an utk Capres Mahfud lebih banyak waktu sosialisasi. Mudah2an bulan Oktober sudah bisa jadi capres definitif PKB-PPP-PKS.,08/29/2013 14:15,web,,tweet,indonesian presidential election,1,Mahfud
-356952178,IndraDwinurchyo,3.Rakyatnya bodoh karena percaya sama bacotan elu cah RT @farhatabbaslaw: Suatu negara dpt salah memiliki/memilih presiden jk cuma 2 hal saj,08/29/2013 14:16,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry</a>","Anfield, Liverpool",tweet,indonesian presidential election,0,JK
-201553338,TravelersPNJ,-->  Presiden Megawati. 2. dari zaman presiden siapa kah pertama kali  proyek jalan layang kelok9 di bangun? #KuisTravelersPNJ,08/29/2013 14:54,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Indonesia,tweet,indonesian presidential election,0,Megawati
31508348,officialABT,RT @TravelersPNJ: -->  Presiden Megawati. 2. dari zaman presiden siapa kah pertama kali  proyek jalan layang kelok9 di bangun? #KuisTravele ,08/29/2013 15:03,"<a href=""http://www.tweetcaster.com"" rel=""nofollow"">TweetCaster for Android</a>",,tweet,indonesian presidential election,0,Megawati
1772792958,wijoyoclevz23,"Oh my!!! Gua nanya sodara + googling kok gusdur min? Coba jelasiin. ""@TravelersPNJ: --> Presiden Megawati. 2. dari zaman presiden siapa kah""",08/29/2013 15:16,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry</a>","Old Trafford, Manchester",tweet,indonesian presidential election,0,Megawati
-395249001,TuitSemarang,"#TuitSemarang Tolak Ikut Konvensi Capres, Mahfud MD Dinilai Melek Politik #Semarang #Tuit",08/29/2013 15:22,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>",Regional Semarang,tweet,indonesian presidential election,1,Mahfud
-1759639416,KujangSangata,"RT @fadhlun10: Capres Jokowi, cawapres dahlan iskan (y) joss ki",08/29/2013 16:49,"<a href=""http://roundteam.co"" rel=""nofollow"">RoundTeam</a>",,tweet,indonesian presidential election,1,Jokowi
-49180332,YusufAdiwinata,"Repot"" amat bikin iklan buat capres jokowi turun juga bubar",08/29/2013 17:06,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",bekasi.west java.indonesia,tweet,indonesian presidential election,1,Jokowi
-1090678229,DimasPanduu,"Bapak lo ikut turun dong sup ""@YusufAdiwinata: Repot"" amat bikin iklan buat capres jokowi turun juga bubar""",08/29/2013 17:09,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry</a>",,tweet,indonesian presidential election,0,Jokowi
-529677489,YusufAdiwinata,"Wkwk yoman klo ada slot mah boleh""@DimasPanduu: Bapak lo ikut turun dong sup ""@YusufAdiwinata: Repot"" amat bikin iklan buat capres jokowi",08/29/2013 17:11,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",bekasi.west java.indonesia,tweet,indonesian presidential election,0,Jokowi
-1914097497,taufikHDYT_1995,"JK: Ketidakadilan Penyebab Konflik Terbesar: Jakarta (Antara) - Mantan Wakil Presiden Jusuf Kalla mengatakan, penyebab terbesar konfl...",08/29/2013 17:18,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>","Kota Binjai,Sumatera Utara,INA",tweet,indonesian presidential election,0,JK
1328042083,JokowiPres,"RT @YusufAdiwinata: Repot"" amat bikin iklan buat capres jokowi turun juga bubar",08/29/2013 17:32,"<a href=""http://roundteam.co"" rel=""nofollow"">RoundTeam</a>",,tweet,indonesian presidential election,1,Jokowi
-982809087,despar54,"Nah jelek2 in Capres Jokowi RT @ZoDeep: sengaja tvoon siarin ulang demo metromini mulu, giliran lapindo ga ada berita @krasn4y4 @herilatief",08/29/2013 17:32,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry</a>",Jakarta,tweet,indonesian presidential election,0,Jokowi
-90956377,JokowiPres,"RT @despar54: Nah jelek2 in Capres Jokowi RT @ZoDeep: sengaja tvoon siarin ulang demo metromini mulu, giliran lapindo ga ada berita @krasn4 ",08/29/2013 17:50,"<a href=""http://roundteam.co"" rel=""nofollow"">RoundTeam</a>",,tweet,indonesian presidential election,0,Jokowi
-206818714,2cool_imam,"@Gerindra  Saya Impikan pasangan Capres Prabowo, cawapres Ahok, saya yakin akn ad perubahan yg sngat luar biasa di indonesia",08/29/2013 23:14,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry</a>",,tweet,indonesian presidential election,1,Prabowo
-1762468059,Politikhangat,"Ditolak JK & Mahfud, Konvensi Demokrat ""habis"": Penolakan mantan Wakil Presiden Jusuf Kalla (JK) mengikuti konvensi ",08/30/2013 0:49,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>",Indonesia,tweet,indonesian presidential election,-1,JK
-1086139628,Politikhangat,Peserta konvensi diminta berkaca pada JK & Mahfud: Mantan Wakil Presiden Jusuf Kalla dan mantan Ketua Mahkamah ,08/30/2013 0:49,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>",Indonesia,tweet,indonesian presidential election,1,JK
794001985,abang_ocol,"Nyata ay. anak capres ARB lo wkwk @AidielRadianni Merasa ja lah sekalinya hha RT""@abang_ocol: Tu pas kena jam nya ja kytu haha",08/30/2013 1:03,web,,tweet,indonesian presidential election,-1,Aburizal
-1198548326,joe_rocck,Klo next presiden jokowi mantaap x ya. Wlau kliatannya blom capable utk jd presiden.  Spertinya dia pribadi yg sederhana jujur dan tegas.,08/30/2013 1:03,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry</a>",Planet mars,tweet,indonesian presidential election,1,Jokowi
-1365371192,AidielRadianni,"Jelas2 anak UDIN kesah handak jadi anak capres wkwk RT""@abang_ocol: Nyata ay. anak capres ARB lo wkwk @AidielRadianni Merasa ja lah sekaliny",08/30/2013 1:08,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Sekumpul,tweet,indonesian presidential election,-1,Aburizal
673991047,dededahlanwunii,RT @joe_rocck: Klo next presiden jokowi mantaap x ya. Wlau kliatannya blom capable utk jd presiden.  Spertinya dia pribadi yg sederhana juj ,08/30/2013 1:28,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,tweet,indonesian presidential election,1,Jokowi
-704665711,destry_indah,"Smoga taun dpan bisa nyusul,aminnn""@UMMinfo: Berbagai Menteri hingga Mantan Presiden Megawati akan hadir di #WisudaUMM",08/30/2013 2:11,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry</a>","Kota Malang,jawa timur",tweet,indonesian presidential election,0,Megawati
1549259877,caesarkridha5,"tahun kemarin Pak M. Nuh, salut bt UMM RT @UMMinfo Berbagai Menteri hingga Mantan Presiden Megawati akan hadir di #WisudaUMM & #pesmabaUMM",08/30/2013 2:13,web,"Magetan-Malang, East Java, INA",tweet,indonesian presidential election,0,Megawati
1598616276,UMMinfo,"AMIN! Belajar yg rajin dlu ya :)) ""@destry_indah: Smoga taun dpan bs nyusul,aminnn""@UMMinfo: Berbagai Menteri hgga Mantan Presiden Megawati",08/30/2013 2:14,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry</a>","Malang, Indonesia",tweet,indonesian presidential election,0,Megawati
-1824948457,destry_indah,"Pasti,doakan skripsi lncar ya minnn ""@UMMinfo: AMIN! Belajar yg rajin dlu ya :)) ""@UMMinfo: Berbagai Menteri hgga Mantan Presiden Megawati""",08/30/2013 2:16,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry</a>","Kota Malang,jawa timur",tweet,indonesian presidential election,0,Megawati
1758860125,Artasepmita,"Aku nyusul 3 tahun 5 bulan lagi :) ""@UMMinfo: Berbagai Menteri hingga Mantan Presiden Megawati akan hadir di #WisudaUMM",08/30/2013 2:21,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",sidoarjo - malang,tweet,indonesian presidential election,0,Megawati
-1814760525,liliees_,"RT @caesarkridha5: tahun kemarin Pak M. Nuh, salut bt UMM RT @UMMinfo Berbagai Menteri hingga Mantan Presiden Megawati akan hadir di #Wisud ",08/30/2013 2:25,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry</a>","BALI - MALANG , Indonesia",tweet,indonesian presidential election,0,Megawati
-322585692,taufikHDYT_1995,JK Ingatkan Capres yang Ikut Konvensi harus Terbuka: Jakarta (Antara) - Mantan Wakil Presiden Jusuf Kalla mengingatkan para tokoh yan...,08/30/2013 2:42,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>","Kota Binjai,Sumatera Utara,INA",tweet,indonesian presidential election,0,JK
450823467,Politikhangat,"Tolak konvensi, Golkar beruntung miliki JK: Sikap mantan Wakil Presiden Jusuf Kalla (JK) untuk ikut serta dalam ",08/30/2013 3:00,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>",Indonesia,tweet,indonesian presidential election,1,JK
-380726397,ITGodofredo287,30/08/2013 09:48 Mantan Wakil Presiden Jusuf Kalla mengingatkan agar para tokoh yang akan ikut konvensi calon presiden Partai Demokra...,08/30/2013 3:28,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>",Belanda,tweet,indonesian presidential election,0,JK
-1043051580,IsranNoorid,RT @VictoriaMcclai9: 30/08/2013 09:48 Mantan Wakil Presiden Jusuf Kalla mengingatkan agar para tokoh yang akan ikut konvensi calon presiden ,08/30/2013 3:33,"<a href=""http://roundteam.co"" rel=""nofollow"">RoundTeam</a>",Indonesia,tweet,indonesian presidential election,0,JK
-1458137169,IsranNoorid,RT @JoseHenderson7: 30/08/2013 09:48 Mantan Wakil Presiden Jusuf Kalla mengingatkan agar para tokoh yang akan ikut konvensi calon presiden  ,08/30/2013 3:33,"<a href=""http://roundteam.co"" rel=""nofollow"">RoundTeam</a>",Indonesia,tweet,indonesian presidential election,0,JK
-966956588,IsranNoorid,RT @RubyRowe14: 30/08/2013 09:48 Mantan Wakil Presiden Jusuf Kalla mengingatkan agar para tokoh yang akan ikut konvensi calon presiden Part ,08/30/2013 3:33,"<a href=""http://roundteam.co"" rel=""nofollow"">RoundTeam</a>",Indonesia,tweet,indonesian presidential election,0,JK
1459595834,asep_natanegara,Pak Capres jokowi ternyata pusing juga di demo supir angkot/ kopaja. #kataberita,08/30/2013 3:36,web,Bandoeng Van Java Indoenesia,tweet,indonesian presidential election,-1,Jokowi
1669260411,YudhieBacho,"ahh palingan kampanye tuh..*nyarimuka ""@UMMinfo: Berbagai Menteri hingga Mantan Presiden Megawati akan hadir di #WisudaUMM & #pesmabaUMM",08/30/2013 3:45,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",malang,tweet,indonesian presidential election,0,Megawati
84932090,rendranila,Justru dengan Konvensi kita semua sebagai calon pemilih bakal mampu melihat visi serta gagasannya kelak jadi Presiden #Jokowi,08/30/2013 4:11,web,"?: -6.171882,106.158236",tweet,indonesian presidential election,0,Jokowi
-1116190304,SKPBidangHI,"  Kunjungan Presiden Indonesia ke Polandia yang pertama oleh Presiden Soekarno 1959, yang kedua Presiden Megawati 2003. #SBYKunjungLN",08/30/2013 4:50,web,"Jakarta, Indonesia",tweet,indonesian presidential election,0,Megawati
1463517102,JokowiMendengar,RT @rendranila: Justru dengan Konvensi kita semua sebagai calon pemilih bakal mampu melihat visi serta gagasannya kelak jadi Presiden #Joko ,08/30/2013 4:51,"<a href=""http://roundteam.co"" rel=""nofollow"">RoundTeam</a>",Jakarta,tweet,indonesian presidential election,0,Jokowi
-849538456,astarrytweets,"RT @SKPBidangHI:   Kunjungan Presiden Indonesia ke Polandia yang pertama oleh Presiden Soekarno 1959, yang kedua Presiden Megawati 2003. #S ",08/30/2013 4:52,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,tweet,indonesian presidential election,0,Megawati
-1227688858,ariadtyawirawan,Pak Presiden @jokowi_do2 Bapak sedang Membangun dan Memperbaiki Karakter Bangsa..Maju Terus Pak! MERDEKA! semoga sehat selalu,08/30/2013 7:23,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>",BOYCOTT EGYPT MILITARY,tweet,indonesian presidential election,1,Jokowi
1041393430,Caleg_Bersih,RT @ariadtyawirawan: Pak Presiden @jokowi_do2 Bapak sedang Membangun dan Memperbaiki Karakter Bangsa..Maju Terus Pak! MERDEKA! semoga sehat ,08/30/2013 7:55,"<a href=""http://roundteam.co"" rel=""nofollow"">RoundTeam</a>",,tweet,indonesian presidential election,1,Jokowi
98688677,TuitJakarta,"#TuitJakarta Jika Maju Jadi Capres, Jokowi akan Bertemu Lawan Berat #Jakarta #Tuit",08/30/2013 10:06,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>",Sosial Tuit Regional Jakarta,tweet,indonesian presidential election,-1,Jokowi
